id	affixes	text	ja_norm_ud2.bpe_13230.txt	ja_norm_ud2.bpe_26460.txt	ja_norm_ud2.bpe_52920.txt	ja_ud2.bpe_13230.txt	ja_ud2.bpe_26460.txt	ja_ud2.bpe_52920.txt
1124	-から,-てもよい,-である	渋谷駅からすぐであるにもかかわらず、静かで落ち着けるのがとてもよい。	▁渋谷 駅から すぐ だある にもかかわるない 、 静かだ 落ち着 くける のが とても よい 。	▁渋谷 駅からすぐ だある にもかかわるない 、 静かだ 落ち着 くける のがとても よい 。	▁渋谷 駅からすぐ だある にもかかわるない 、 静かだ 落ち着 くけるのがとても よい 。	▁渋谷 駅から すぐ である にもかかわらず 、 静 かで 落ち着 ける のが とても よい 。	▁渋谷 駅からすぐ である にもかかわらず 、 静かで 落ち着 けるのが とても よい 。	▁渋谷 駅からすぐ である にもかかわらず 、 静かで落ち着 けるのが とても よい 。
1125	-ない	警察は摘発しないのか?	▁警察 は 摘 発 するない のか ?	▁警察は 摘発 するない のか ?	▁警察は摘発 するない のか ?	▁警察 は 摘 発 しない のか ?	▁警察は 摘発 しない のか ?	▁警察は 摘発しない のか ?
1126	-こと,-って,-ている,-ており,-であっ,-れる	燃島貝層と呼ばれる貝殻を含む地層は周囲の海岸や断崖に白い帯となって分布しており、かつて浅い海であったことを示している。	▁ 燃 島 貝 層 と呼ぶれる 貝 殻 を含む 地 層 は 周囲 の海岸 や 断 崖 に 白い 帯 となるて 分布 するておる 、 かつて 浅い 海 だた ことを 示 すている 。	▁ 燃 島 貝 層 と呼ぶれる 貝 殻 を含む 地 層は 周囲 の海岸 や 断 崖 に 白い 帯 となるて 分布 するておる 、 かつて 浅い海 だた ことを示 すている 。	▁ 燃 島 貝 層 と呼ぶれる 貝 殻 を含む 地 層は 周囲 の海岸 や 断 崖 に 白い 帯 となるて 分布 するておる 、 かつて浅い海だた ことを示すている 。	▁ 燃 島 貝 層 と呼ばれる 貝 殻 を含む 地 層 は 周囲 の海岸 や 断 崖 に 白い 帯 となって 分布 しており 、 かつて 浅い 海 であった ことを示 している 。	▁ 燃 島 貝 層 と呼ばれる 貝 殻 を含む 地 層は 周囲 の海岸 や 断 崖 に白い 帯 となって 分布 しており 、 かつて 浅い海 であった ことを示 している 。	▁ 燃 島 貝 層 と呼ばれる 貝 殻 を含む 地 層は 周囲 の海岸 や 断崖に白い帯 となって 分布 しており 、 かつて浅い海 であった ことを示している 。
1128	-しか,-でし,-です,-なかっ,-なり,-ので	実家が無くなり帰郷する機会が少なかったので18年ぶりの訪問でしたが、美味しかったです。	▁実 家が 無 く なる 帰 郷 する 機会 が 少 ないたので 18 年ぶりの 訪問 だたが 、 美味しいただ 。	▁実 家が 無く なる 帰郷 する 機会が 少 ないたので 18 年ぶりの 訪問 だたが 、 美味しいただ 。	▁実 家が 無くなる 帰郷する機会が少 ないたので 18 年ぶりの 訪問 だたが 、 美味しいただ 。	▁実 家 が無 くなり 帰 郷 する 機会が 少 なかったので 18 年ぶりの 訪問 でしたが 、 美味しかったです 。	▁実家 が無くなり 帰郷 する 機会が 少 なかったので 18 年ぶりの 訪問 でしたが 、 美味しかったです 。	▁実家 が無くなり 帰郷する 機会が 少 なかったので 18 年ぶりの 訪問 でしたが 、 美味しかったです 。
1129	-から	事故から2年半。	▁ 事故 から 2 年 半 。	▁事故 から 2 年半 。	▁事故 から 2 年半 。	▁ 事故 から 2 年 半 。	▁事故 から 2 年半 。	▁事故から 2 年半 。
1130	-ている	当時のパニック映画と同様に、派手な爆発シーンや地震のシーンが新たに撮影されている。	▁当時 のパ ニック 映画 と同様だ 、 派手だ 爆発 シーン や 地震 の シー ンが 新ただ 撮影 するれるている 。	▁当時 のパ ニック 映画 と同様だ 、 派手だ 爆発 シーン や 地震 の シーンが 新ただ 撮影 するれるている 。	▁当時 のパ ニック 映画 と同様だ 、 派手だ 爆発 シーン や 地震 のシーンが新ただ 撮影 するれるている 。	▁当時 のパ ニック 映画 と同様に 、 派手な 爆発 シーン や 地震 の シー ンが 新たに 撮影 されている 。	▁当時 のパ ニック 映画 と同様に 、 派手な 爆発 シーン や 地震 のシーンが 新たに 撮影 されている 。	▁当時 のパ ニック 映画 と同様に 、 派手な 爆発 シーン や 地震 のシーンが新たに 撮影 されている 。
1132	-ていまし,-には,-まで	会場のヨハン東京キリスト教会の前には歩道にまで人が溢れていました。	▁会場の ヨハン 東京 キリスト教 会の 前には 歩 道 にまで 人が 溢 れるている ますた 。	▁会場の ヨハン 東京 キリスト教 会の 前には 歩道 にまで 人が 溢れるている ますた 。	▁会場の ヨハン 東京 キリスト教 会の 前には 歩道 にまで 人が溢れるている ますた 。	▁会場の ヨハン 東京 キリスト教 会の 前には 歩 道 にまで 人が 溢 れ ていました 。	▁会場の ヨハン 東京 キリスト教 会の 前には 歩道 にまで 人が 溢れ ていました 。	▁会場の ヨハン 東京 キリスト教 会の 前には 歩道 にまで 人が溢れ ていました 。
1133	-である	ミネラルウォーター、スパー、クリスタルガラスで有名である。	▁ミ ネ ラル ウォーター 、 ス パー 、 クリ スタ ル ガ ラス で 有名 だある 。	▁ミ ネラル ウォーター 、 ス パー 、 クリスタル ガラス で有名 だある 。	▁ミネラル ウォーター 、 ス パー 、 クリスタル ガラスで有名 だある 。	▁ミ ネ ラル ウォーター 、 ス パー 、 クリ スタ ル ガ ラス で 有名 である 。	▁ミ ネラル ウォーター 、 ス パー 、 クリスタル ガラス で 有名である 。	▁ミネラル ウォーター 、 ス パー 、 クリスタル ガラスで 有名である 。
1135	-ことができる,-って,-よう	小さな個人経営のような書店も、平安堂グループと名前が入っており、平安堂各書店の店頭で仕入れを行うオーナーの姿を見ることができる。	▁ 小さな 個人 経営 のようだ 書店 も 、 平 安 堂 グループ と 名前 が入 るておる 、 平 安 堂 各 書店 の店 頭 で仕 入れ を行う オーナーの 姿 を見る ことができる 。	▁ 小さな 個人 経営 のようだ 書店 も 、 平安堂 グループ と名前 が入 るておる 、 平安堂 各 書店 の店 頭 で仕 入れを行う オーナーの 姿 を見る ことができる 。	▁ 小さな 個人 経営 のようだ 書店 も 、 平安堂 グループ と名前が入 るておる 、 平安堂 各 書店 の店 頭 で仕入れを行う オーナーの 姿 を見ることができる 。	▁ 小さな 個人 経営 のような 書店 も 、 平 安 堂 グループ と 名前 が入 っており 、 平 安 堂 各 書店 の店 頭 で 仕 入れ を行う オーナーの 姿 を見 ることができる 。	▁ 小さな 個人 経営 のような 書店 も 、 平安堂 グループ と名前 が入 っており 、 平安堂 各 書店 の店 頭で 仕 入れ を行う オーナーの 姿 を見 ることができる 。	▁ 小さな 個人 経営 のような 書店 も 、 平安堂グループ と名前が入 っており 、 平安堂 各書店の店頭で 仕 入れ を行う オーナーの 姿 を見ることができる 。
1136	-って	こうした変化を背景に、ここ十数年で高まってきたニーズが、「健康」です。	▁こうした 変化 を 背景に 、 ここ 十数年 で高 ま るて来るた ニー ズが 、「 健康 」 だ 。	▁こうした 変化 を背景に 、 ここ 十数年 で高 ま るて来るた ニーズが 、「 健康 」 だ 。	▁こうした 変化 を背景に 、 ここ 十数年 で高 ま るて来るた ニーズが 、「 健康 」 だ 。	▁こうした 変化 を 背景に 、 ここ 十数 年で 高 ま ってきた ニー ズが 、「 健康 」 です 。	▁こうした 変化 を背景に 、 ここ 十数 年で 高 ま ってきた ニー ズが 、「 健康 」 です 。	▁こうした 変化 を背景に 、 ここ 十数 年で 高 ま ってきた ニー ズが 、「 健康 」 です 。
1137	-から,-とともに	フランス革命が起こると父とともに亡命し、1792年から1797年にコンデ軍に仕えた。	▁フランス 革命 が起こ ると 父 とともに 亡 命 する 、1 79 2 年から 17 97 年に コン デ 軍 に仕 えるた 。	▁フランス 革命 が起こると 父 とともに 亡 命 する 、179 2 年から 17 97 年に コンデ 軍 に仕えるた 。	▁フランス 革命が起こると 父とともに亡命 する 、179 2 年から 17 97 年に コンデ 軍 に仕えるた 。	▁フランス 革命 が起こ ると 父 とともに 亡 命 し 、1 79 2 年から 17 97 年に コン デ 軍 に仕 えた 。	▁フランス 革命 が起こると 父 とともに 亡 命 し 、179 2 年から 17 97 年に コンデ 軍 に仕えた 。	▁フランス 革命が起こると 父 とともに 亡 命 し 、1792 年から 17 97 年に コンデ軍に仕えた 。
1138	-から,-として,-まで	6月13日、出版情報総局長、9月11日、アンカラ司令部司令官兼アンカラ県知事、9月16日から1921年の3月まで、第41師団長兼アダナ県知事としてキリキア地方でフランス軍と戦った。	▁6 月 ▁13 日 、 出版 情報 総 局 長 、9 月 ▁11 日 、 アン カラ 司令 部 司令官 兼 アン カラ 県知事 、9 月 ▁16 日から 19 21 年の 3 月まで 、 第 41 師団 長 兼 アダ ナ 県知事 とするて キリ キア 地方 で フランス 軍と 戦 うた 。	▁6 月 ▁13 日 、 出版 情報 総局 長 、9 月 ▁11 日 、 アンカラ 司令部 司令官 兼 アンカラ 県知事 、9 月 ▁16 日から 19 21 年の 3 月まで 、 第 41 師団長 兼 アダナ 県知事 とするて キリ キア 地方 で フランス 軍と 戦うた 。	▁6 月 ▁13 日 、 出版情報総局長 、9 月 ▁11 日 、 アンカラ 司令部司令官 兼アンカラ 県知事 、9 月 ▁16 日から 19 21 年の 3 月まで 、 第 41 師団長 兼アダナ 県知事 とするて キリキア地方で フランス 軍と 戦うた 。	▁6 月 ▁13 日 、 出版 情報 総 局 長 、9 月 ▁11 日 、 アン カラ 司令 部 司令官 兼 アン カラ 県知事 、9 月 ▁16 日から 19 21 年の 3 月まで 、 第 41 師団 長 兼 アダ ナ 県知事 として キリ キア 地方 で フランス 軍と 戦 った 。	▁6 月 ▁13 日 、 出版 情報 総局長 、9 月 ▁11 日 、 アンカラ 司令部 司令官 兼 アンカラ 県知事 、9 月 ▁16 日から 19 21 年の 3 月まで 、 第 41 師団長 兼 アダナ 県知事 として キリ キア 地方 で フランス 軍と 戦った 。	▁6 月 ▁13 日 、 出版 情報 総局長 、9 月 ▁11 日 、 アンカラ 司令部司令官 兼アンカラ 県知事 、9 月 ▁16 日から 19 21 年の 3 月まで 、 第 41 師団長兼アダナ 県知事 として キリキア地方で フランス 軍と戦った 。
