id	affixes	text	en_ud2.bpe_12442.txt	en_ud2.bpe_24884.txt	en_ud2.bpe_49768.txt
827	-age,-ed,-er,-es,-ing,-ity,-ly,-ory,-th,be-,co-,is-,like-,other-,re-,tri-	But Bout's name isn't likely to be mentioned in whatever coverage this story receives, before it sinks like so many others beneath the media's frothing triviality.	▁But ▁B out ' s▁name ▁isn ' t ▁likely▁to▁be ▁mention ed▁in ▁whatever ▁cover age ▁this ▁story ▁receives , ▁before ▁it ▁s inks ▁like ▁so▁many ▁others ▁ben e ath ▁the▁m edia ' s ▁fr ot hing ▁triv ial ity .	▁But ▁Bout ' s▁name ▁isn ' t ▁likely▁to▁be ▁mention ed▁in ▁whatever ▁coverage ▁this▁story ▁receives , ▁before ▁it ▁s inks ▁like ▁so▁many ▁others ▁ben eath ▁the▁m edia ' s ▁fr othing ▁trivial ity .	▁But ▁Bout ' s▁name ▁isn ' t ▁likely▁to▁be ▁mention ed▁in ▁whatever ▁coverage ▁this▁story ▁receives , ▁before ▁it ▁sinks▁like ▁so▁many ▁others ▁beneath ▁the▁media ' s ▁frothing ▁trivial ity .
828	-ed,-en,-est,-ial,-ile,-on,be-,deci-,re-,tri-	Meanwhile, a decision's been reached in the trial of Toledo priest Gerald Robinson.	▁Meanwhile , ▁a ▁decision ' s▁been ▁reached ▁in▁the ▁trial ▁of ▁T ol ed o ▁priest ▁Gerald ▁Robinson .	▁Meanwhile , ▁a ▁decision ' s▁been ▁reached ▁in▁the ▁trial ▁of ▁Tol edo ▁priest ▁Gerald ▁Robinson .	▁Meanwhile , ▁a▁decision ' s▁been ▁reached ▁in▁the▁trial▁of ▁Toledo ▁priest ▁Gerald▁Robinson .
829	-ty	And it's guilty :	▁And ▁it ' s ▁guilty ▁:	▁And▁it ' s ▁guilty ▁:	▁And▁it ' s▁guilty ▁:
830	-ad,-ed,-ing,-ly,-on,-ty,an-,ap-,be-,re-	The Rev. Gerald Robinson appeared stony-faced as the jury's guilty verdict was read, and he blinked repeatedly and glanced at his lawyers before being led away in handcuffs.	▁The ▁Rev . ▁Gerald ▁Robinson ▁appeared ▁st ony - f aced ▁as▁the ▁j ury ' s ▁guilty ▁ver d ict ▁was ▁read , ▁and▁he ▁bl ink ed ▁repeated ly▁and ▁gl anced ▁at▁his ▁law yers ▁before ▁being ▁l ed▁away ▁in ▁hand c uff s .	▁The ▁Rev . ▁Gerald ▁Robinson ▁appeared ▁st ony - f aced ▁as▁the ▁jury ' s ▁guilty ▁ver dict ▁was ▁read , ▁and▁he ▁bl ink ed ▁repeated ly▁and ▁gl anced ▁at▁his ▁lawyers ▁before▁being ▁l ed▁away ▁in ▁hand c uffs .	▁The ▁Rev . ▁Gerald▁Robinson ▁appeared ▁st ony - f aced ▁as▁the ▁jury ' s▁guilty ▁verdict ▁was ▁read , ▁and▁he ▁bl ink ed ▁repeated ly▁and ▁gl anced ▁at▁his ▁lawyers ▁before▁being ▁l ed▁away ▁in▁handc uffs .
832	-al,-ed,-ing,-ster,-ty,ad-,be-,down-	The crime occurred in the sacristy adjoining the hospital chapel in downtown Toledo on the Saturday before Easter in 1980.	▁The ▁crime ▁occurred ▁in▁the ▁s ac rist y ▁ad j o in ing▁the ▁hospital ▁chap el ▁in ▁downtown ▁T ol ed o ▁on▁the ▁Saturday ▁before ▁E aster ▁in ▁1980 .	▁The ▁crime ▁occurred ▁in▁the ▁sac rist y ▁adj oin ing▁the ▁hospital ▁chap el ▁in ▁downtown ▁Tol edo ▁on▁the ▁Saturday ▁before ▁E aster ▁in ▁1980.	▁The ▁crime ▁occurred▁in▁the ▁sac risty▁adj oining▁the ▁hospital ▁chapel ▁in▁downtown ▁Toledo ▁on▁the ▁Saturday ▁before ▁Easter ▁in ▁1980.
833	-ed,-en,-er,-est,-et,-ic,-id,-ine,-ing,-ol,-th,an-,for-,in-,sym-,well-	Investigators said the nun, Margaret Ann Pahl, 71, was strangled and then stabbed, with nine wounds on her chest forming the shape of an inverted cross, a well-recognized Satanic symbol.	▁Invest ig ators ▁said▁the ▁n un , ▁Marg aret ▁An n ▁P ah l , ▁7 1, ▁was ▁str ang led ▁and▁then ▁stab b ed , ▁with ▁nine ▁wound s▁on ▁her ▁che st ▁form ing▁the ▁shape ▁of▁an ▁in verted ▁cross , ▁a ▁well - rec ogn ized ▁Sat anic ▁symbol .	▁Invest ig ators ▁said▁the ▁nun , ▁Margaret ▁Ann ▁P ah l , ▁71, ▁was ▁str ang led ▁and▁then ▁stabb ed , ▁with ▁nine ▁wound s▁on ▁her ▁chest ▁form ing▁the ▁shape ▁of▁an ▁in verted ▁cross , ▁a▁well - recogn ized ▁Sat anic ▁symbol .	▁Investig ators ▁said▁the ▁nun , ▁Margaret ▁Ann▁P ah l , ▁71, ▁was ▁str ang led ▁and▁then ▁stabb ed , ▁with ▁nine ▁wounds▁on ▁her▁chest ▁forming▁the ▁shape ▁of▁an ▁in verted ▁cross , ▁a▁well - recognized ▁Sat anic ▁symbol .
834	-ad,-ar,-ed,-en,-er,-ly,-ped,-th,al-,be-,half-,ov-,sex-	An altar cloth was draped over her half-naked body, which was posed as if she had been sexually assaulted.	▁An ▁alt ar ▁cl oth ▁was ▁dra ped ▁over ▁her ▁half - n aked ▁body , ▁which▁was ▁pos ed▁as ▁if▁she ▁had▁been ▁sex ually ▁assault ed .	▁An ▁altar ▁cloth ▁was ▁dra ped ▁over ▁her ▁half - n aked ▁body , ▁which▁was ▁pos ed▁as ▁if▁she ▁had▁been ▁sex ually ▁assault ed .	▁An▁altar ▁cloth ▁was ▁dra ped ▁over ▁her ▁half - n aked ▁body , ▁which▁was ▁pos ed▁as▁if▁she ▁had▁been ▁sexually ▁assault ed .
835	-ate,-ean,-er,-id,-ing,-or,-st,ab-,co-	It was about how he could humiliate her the most, prosecutor Dean Mandros said in closing arguments.	"▁"" It ▁was ▁about▁how ▁he▁could ▁hum ili ate ▁her ▁the▁most ,"" ▁prosec ut or ▁Dean ▁Mand ros ▁said ▁in ▁closing ▁argu ments ."	"▁"" It▁was ▁about▁how ▁he▁could ▁hum ili ate ▁her ▁the▁most ,"" ▁prosecut or ▁Dean ▁Mand ros ▁said▁in ▁closing ▁argu ments ."	"▁"" It▁was ▁about▁how ▁he▁could ▁hum ili ate ▁her ▁the▁most ,"" ▁prosecut or ▁Dean ▁Mand ros ▁said▁in ▁closing ▁arguments ."
836	-age,-ee,-one,-or,ever-,mes-	He left a message for everyone to see ... maybe to God himself.	"▁"" He ▁left ▁a▁message ▁for ▁everyone ▁to▁see ▁... ▁maybe ▁to ▁God ▁himself ."""	"▁"" He ▁left ▁a▁message ▁for▁everyone ▁to▁see ▁... ▁maybe ▁to ▁God ▁himself ."""	"▁"" He ▁left▁a▁message ▁for▁everyone ▁to▁see ▁... ▁maybe ▁to ▁God ▁himself ."""
837	-ad,-al,-ase,-ed,-en,-er,-ful,-ia,-ing,-or,-ose,-ped,an-,on-,re-,to-	"After the sentencing one of Robinson's tearful supporters ""turned to Claudia Vercellotti, a local leader of the Survivors Network for Those Abused by Priests [SNAP], who had helped reopen the case, and told her, 'I hope you rot in hell!'"""	"▁After ▁the▁s ent enc ing ▁one▁of ▁Robinson ' s ▁tear ful ▁supporters ▁"" t urn ed▁to ▁Cl a ud ia ▁V er cell ott i , ▁a▁local ▁leader ▁of▁the ▁Sur v iv ors ▁Network ▁for ▁Those ▁Ab us ed▁by ▁P ri ests ▁ [ S N AP ] , ▁who▁had ▁helped ▁re open ▁the▁case , ▁and ▁told▁her ,▁' I ▁hope ▁you ▁rot ▁in ▁hell ! ' """	"▁After▁the▁s ent enc ing ▁one▁of ▁Robinson ' s ▁tear ful ▁supporters ▁"" t urn ed▁to ▁Cl aud ia ▁Ver cell ott i , ▁a▁local ▁leader▁of▁the ▁Sur viv ors ▁Network ▁for ▁Those ▁Ab us ed▁by ▁P riests ▁ [ SN AP ] , ▁who▁had ▁helped ▁reopen ▁the▁case , ▁and ▁told▁her ,▁' I▁hope ▁you ▁rot ▁in ▁hell ! '"""	"▁After▁the▁s ent enc ing ▁one▁of ▁Robinson ' s▁tearful ▁supporters ▁"" t urn ed▁to▁Claud ia▁Vercell ott i , ▁a▁local ▁leader▁of▁the ▁Survivors ▁Network ▁for ▁Those ▁Ab us ed▁by ▁P riests ▁ [ SN AP ] , ▁who▁had ▁helped ▁reopen ▁the▁case , ▁and▁told▁her ,▁' I▁hope ▁you▁rot▁in ▁hell ! '"""
838	-ment,-on,-tion,con-	From SNAP's statement on the Robinson conviction:	▁From ▁S N AP ' s ▁statement ▁on▁the ▁Robinson ▁conv iction :	▁From ▁SNAP ' s ▁statement ▁on▁the ▁Robinson ▁conviction :	▁From ▁SNAP ' s ▁statement ▁on▁the ▁Robinson ▁conviction :
839	-an,-en,-er,-es,-fic,-ful,-ly,af-,an-,de-,in-,ind-,to-	More than ever, police and prosecutors have the tools and the will to go after horrific crimes, even when the defendants are seemingly powerful individuals or institutions .	▁More ▁than ▁ever , ▁police ▁and ▁prosec ut ors ▁have▁the ▁tool s▁and▁the ▁will ▁to▁go ▁after ▁hor r ific ▁crimes , ▁even ▁when▁the ▁defend ant s▁are ▁seem ingly ▁powerful ▁individuals ▁or ▁inst it utions ▁.	▁More▁than ▁ever , ▁police ▁and ▁prosecutors ▁have▁the ▁tool s▁and▁the ▁will ▁to▁go ▁after ▁hor rific ▁crimes , ▁even ▁when▁the ▁defend ant s▁are ▁seem ingly ▁powerful ▁individuals ▁or ▁institutions ▁.	▁More▁than ▁ever , ▁police ▁and▁prosecutors ▁have▁the ▁tool s▁and▁the ▁will ▁to▁go ▁after ▁horrific ▁crimes , ▁even ▁when▁the ▁defend ants▁are▁seem ingly ▁powerful ▁individuals▁or ▁institutions ▁.
840	-en,-ent,-es,-ing,an-	When victims and witnesses stay silent, nothing changes.	▁When ▁victim s▁and ▁witness es ▁stay ▁silent , ▁nothing ▁changes .	▁When ▁victim s▁and ▁witnesses ▁stay ▁silent , ▁nothing ▁changes .	▁When▁victim s▁and▁witnesses ▁stay ▁silent , ▁nothing ▁changes .
841	-ed,-en,-es,-one,-st,-th,an-,ex-,prot-	When victims and witnesses speak up, at least sometimes a child is protected, the truth is exposed, and justice is done.	▁When ▁victim s▁and ▁witness es ▁speak ▁up , ▁at▁least ▁sometimes ▁a ▁child ▁is ▁protect ed , ▁the▁truth ▁is ▁exposed , ▁and▁just ice ▁is ▁done .	▁When ▁victim s▁and ▁witnesses ▁speak ▁up , ▁at▁least ▁sometimes ▁a▁child ▁is ▁protect ed , ▁the▁truth ▁is ▁exposed , ▁and▁just ice ▁is▁done .	▁When▁victim s▁and▁witnesses ▁speak ▁up , ▁at▁least ▁sometimes ▁a▁child▁is ▁protect ed , ▁the▁truth ▁is ▁exposed , ▁and▁just ice ▁is▁done .
842	-er,-on	The murder weapon, Robinson's letter opener:	▁The ▁murder ▁weapon , ▁Robinson ' s ▁letter ▁op ener :	▁The ▁murder ▁weapon , ▁Robinson ' s ▁letter ▁op ener :	▁The ▁murder ▁weapon , ▁Robinson ' s▁letter ▁opener :
843	-ation,-ing,-ly,em-,in-,re-	Finally, from an email, a follow-up on the reopening of the investigation into the Atlanta Child Murders :	▁Finally , ▁from ▁an ▁email , ▁a ▁follow - up ▁on▁the ▁re open ing▁of▁the ▁investigation ▁into▁the ▁Atlanta ▁Ch ild ▁M urd ers ▁:	▁Finally , ▁from▁an ▁email , ▁a ▁follow - up ▁on▁the ▁reopen ing▁of▁the ▁investigation ▁into▁the ▁Atlanta ▁Child ▁M urd ers ▁:	▁Finally , ▁from▁an ▁email , ▁a ▁follow - up ▁on▁the ▁reopen ing▁of▁the ▁investigation ▁into▁the ▁Atlanta ▁Child▁Murd ers ▁:
844	-an,-ar,-ed,-ing,-ly,-st,-ty,in-,re-,step-	Dekalb County Police Chief Louis Graham...the man who reopened the investigations last year, is mysteriously stepping down.	▁De k al b ▁County ▁Police ▁Chief ▁Louis ▁G ra ham ... the ▁man ▁who ▁re open ed▁the ▁investig ations ▁last▁year , ▁is▁my ster iously ▁ste pping ▁down .	▁De k al b ▁County ▁Police ▁Chief ▁Louis ▁Gra ham ... the ▁man▁who ▁reopen ed▁the ▁investig ations ▁last▁year , ▁is▁my ster iously ▁ste pping ▁down .	▁De k al b ▁County ▁Police ▁Chief▁Louis ▁Gra ham ... the▁man▁who ▁reopen ed▁the ▁investigations ▁last▁year , ▁is▁myster iously ▁stepping ▁down .
845	-al,-an,-ation,-ee,-ent,-er,-ing,-le,-one,-or,-ty,al-,an-,co-,in-,non-,off-,re-,sub-,super-	And of all the people who the county is getting to find a replacement...is none other than Lee Brown, the original supervisor of the Atlanta PD, who was in office during the murders and the subsequent investigation.	▁And ▁of ▁all▁the ▁people▁who ▁the▁c ounty ▁is ▁gett ing▁to ▁find▁a ▁replacement ... is ▁none ▁other▁than ▁Lee ▁Brown , ▁the ▁original ▁super vis or ▁of▁the ▁Atlanta ▁P D , ▁who▁was ▁in ▁office ▁during▁the ▁murd ers ▁and▁the ▁subsequent ▁investigation .	▁And ▁of ▁all▁the ▁people▁who ▁the▁c ounty ▁is ▁getting▁to ▁find▁a ▁replacement ... is ▁none ▁other▁than ▁Lee ▁Brown , ▁the ▁original ▁super visor ▁of▁the ▁Atlanta ▁P D , ▁who▁was ▁in▁office ▁during▁the ▁murders ▁and▁the ▁subsequent ▁investigation .	▁And ▁of ▁all▁the ▁people▁who ▁the▁c ounty ▁is ▁getting▁to ▁find▁a ▁replacement ... is ▁none ▁other▁than ▁Lee ▁Brown , ▁the▁original ▁supervisor ▁of▁the ▁Atlanta ▁P D , ▁who▁was ▁in▁office ▁during▁the ▁murders ▁and▁the ▁subsequent ▁investigation .
846	-art,par-	SNAP is right in part.	▁S N AP ▁is ▁right ▁in ▁part .	▁SNAP ▁is ▁right ▁in ▁part .	▁SNAP ▁is▁right ▁in▁part .
847	an-,to-	Police and prosecutors have the tools.	▁Police ▁and ▁prosec ut ors ▁have▁the ▁tool s .	▁Police ▁and ▁prosecutors ▁have▁the ▁tools .	▁Police ▁and▁prosecutors ▁have▁the ▁tools .
848	-er,ano-	The will is another matter.	▁The ▁will ▁is ▁another ▁matter .	▁The ▁will ▁is ▁another ▁matter .	▁The ▁will ▁is ▁another ▁matter .
849	-ly,-ome,ind-	Some do, individually.	▁Some ▁do , ▁individ ually .	▁Some ▁do , ▁individually .	▁Some ▁do , ▁individually .
850	-ly,in-	But institutionally?	▁But ▁inst itution ally ?	▁But ▁inst itution ally ?	▁But ▁inst itutionally ?
851	-in,-ont,-ose	That's still the domain of those who don't.	▁That ' s▁still ▁the▁d om ain ▁of ▁those▁who ▁don ' t .	▁That ' s▁still ▁the▁d om ain ▁of ▁those▁who ▁don ' t .	▁That ' s▁still▁the▁d om ain ▁of ▁those▁who ▁don ' t .
852	-ant,-es,-or,-tion,an-,con-,im-,to-	lots of important stories out there today jeff....thank god and a few good souls for that conviction.	▁lots▁of ▁important ▁stories ▁out▁there ▁today ▁j eff .... th ank ▁god ▁and▁a ▁few ▁good ▁s oul s▁for ▁that ▁conv iction .	▁lots▁of ▁important ▁stories ▁out▁there ▁today ▁j eff .... thank ▁god ▁and▁a ▁few ▁good ▁soul s▁for ▁that ▁conviction .	▁lots▁of ▁important ▁stories ▁out▁there ▁today ▁j eff .... thank ▁god ▁and▁a ▁few▁good ▁soul s▁for ▁that ▁conviction .
853	-ent,-ess,-et,con-	Have you sent this to congress yet?	▁Have▁you ▁sent ▁this ▁to ▁con gress ▁yet ?	▁Have▁you ▁sent ▁this▁to ▁congress ▁yet ?	▁Have▁you ▁sent ▁this▁to ▁congress ▁yet ?
854	-ing,-ment,ab-,en-	talk about law enforcement not having the will...	▁talk▁about ▁law ▁enforcement ▁not ▁hav ing▁the ▁will ...	▁talk▁about ▁law▁enforcement ▁not ▁having▁the ▁will ...	▁talk▁about ▁law▁enforcement ▁not▁having▁the ▁will ...
856	-all,-ed,-er,-es,-et,-ful,-gamous,-ism,-ist,-ly,aut-,be-,ex-,poly-,un-	Small polygamous groups have existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	▁S mall ▁p oly gam ous ▁groups ▁have ▁exist ed▁in▁the ▁south western ▁US ▁under▁the ▁watch ful ▁yet ▁fairly ▁ben ign ▁eye ▁of▁a uthor ities ▁ever ▁since ▁a ▁se ct ▁known▁as▁the ▁Fund amental ist ▁L atter ▁Day ▁S ain ts ▁( F LD S ) ▁separ ated ▁itself ▁from ▁main stream ▁M ormon ism ▁in ▁18 90 .	▁Small ▁p olygamous ▁groups ▁have ▁exist ed▁in▁the ▁south western ▁US ▁under▁the ▁watch ful ▁yet ▁fairly ▁ben ign ▁eye ▁of▁a uthor ities ▁ever▁since ▁a▁se ct ▁known▁as▁the ▁Fund amental ist ▁L atter ▁Day ▁S ain ts ▁( F LDS ) ▁separated ▁itself ▁from ▁mainstream ▁M ormon ism▁in ▁18 90 .	▁Small ▁polygamous ▁groups ▁have ▁exist ed▁in▁the ▁southwestern ▁US ▁under▁the ▁watch ful ▁yet ▁fairly ▁ben ign ▁eye ▁of▁a uthor ities ▁ever▁since ▁a▁sect ▁known▁as▁the ▁Fund amental ist ▁L atter ▁Day ▁S ain ts ▁( FLDS ) ▁separated ▁itself ▁from ▁mainstream ▁Mormon ism▁in ▁18 90 .
858	-able,-ed,-en,-ent,-er,-es,-gamous,-ic,-in,-ing,-ist,-ly,-ment,-st,-ward,ad-,an-,ap-,be-,en-,im-,off-,par-,poly-,re-,to-,with-	"Now, FLDS leader Warren Jeffs has been added to the FBI's list of ""Ten Most Wanted Fugitives,"" a move that caps law enforcement's dramatic change of approach toward the polygamous group in recent years...[because of] the impact that the group's practices, law enforcement officials say, are having on the most vulnerable within the sect, particularly children and women."	"▁Now , ▁F LD S ▁leader ▁War ren ▁Jeffs ▁has▁been ▁added▁to▁the ▁FBI ' s ▁list▁of ▁"" T en ▁Most ▁W anted ▁F ug it ives ,"" ▁a ▁move ▁that ▁cap s ▁law ▁enforcement ' s ▁dramatic ▁change ▁of ▁approach ▁toward ▁the▁p oly gam ous ▁group ▁in ▁recent ▁years ... [ bec ause ▁of ] ▁the ▁impact ▁that▁the ▁group ' s ▁practices , ▁law ▁enforcement ▁officials▁say , ▁are ▁having ▁on▁the ▁most ▁vulner able ▁within ▁the▁se ct , ▁particularly ▁children ▁and ▁women ."	"▁Now , ▁F LDS ▁leader ▁Warren ▁Jeffs ▁has▁been ▁added▁to▁the ▁FBI ' s ▁list▁of ▁"" T en ▁Most ▁W anted ▁F ugit ives ,"" ▁a ▁move ▁that ▁caps ▁law▁enforcement ' s ▁dramatic ▁change▁of ▁approach ▁toward ▁the▁p olygamous ▁group ▁in▁recent ▁years ... [ because ▁of ] ▁the ▁impact ▁that▁the ▁group ' s ▁practices , ▁law▁enforcement ▁officials▁say , ▁are ▁having ▁on▁the ▁most ▁vulnerable ▁within ▁the▁se ct , ▁particularly ▁children▁and ▁women ."	"▁Now , ▁FLDS ▁leader ▁Warren▁Jeffs ▁has▁been ▁added▁to▁the ▁FBI ' s ▁list▁of ▁"" T en ▁Most ▁Wanted▁F ugitives ,"" ▁a ▁move▁that ▁caps ▁law▁enforcement ' s▁dramatic ▁change▁of ▁approach ▁toward ▁the▁p olygamous ▁group ▁in▁recent ▁years ... [ because▁of ] ▁the ▁impact ▁that▁the▁group ' s ▁practices , ▁law▁enforcement ▁officials▁say , ▁are ▁having ▁on▁the▁most ▁vulnerable ▁within ▁the▁se ct , ▁particularly ▁children▁and ▁women ."
859	-ad,-age,-al,-an,-ar,-ate,-ed,-en,-er,-es,-ing,-ion,-ly,-ment,-ol,-ome,-ose,-ry,-th,ab-,an-,aut-,be-,com-,ex-,for-,in-,inter-,milli-,off-,re-,sex-,un-,under-	When the FLDS under Mr. Jeffs (and his father before him) grew to some 10,000 followers in several southwestern communities with estimated assets of $110 million; when it became clear that government officials, school authorities, and police in those communities had become intertwined with the sect; when ex-members increasingly reported child and sexual abuse charges (mainly involving underage girls forced to marry older men); and when the sect began to use secluded compounds, state and federal authorities started to crack down more vigorously.	▁When ▁the▁F LD S ▁under ▁Mr . ▁Jeffs ▁( and ▁his ▁father ▁before ▁him ) ▁grew ▁to ▁some ▁10 ,000 ▁follow ers▁in ▁several ▁south western ▁communities ▁with ▁estimated ▁asset s▁of ▁$1 10 ▁million ; ▁when▁it ▁became ▁clear ▁that ▁government ▁officials , ▁school ▁authorities , ▁and ▁police ▁in ▁those ▁communities ▁had ▁become ▁inter tw ined ▁with▁the ▁se ct ; ▁when ▁ex - mem bers ▁increas ingly ▁reported ▁child ▁and ▁sexual ▁abuse ▁charges ▁( m ain ly ▁involving ▁under age ▁girl s▁for c ed▁to ▁marry ▁older ▁men ) ; ▁and ▁when▁the ▁se ct ▁began ▁to▁use ▁se clud ed ▁comp ounds , ▁state ▁and▁f ederal ▁authorities ▁started▁to ▁crack ▁down ▁more ▁v igor ously .	▁When ▁the▁F LDS ▁under ▁Mr . ▁Jeffs ▁( and ▁his ▁father ▁before ▁him ) ▁grew ▁to▁some ▁10,000 ▁follow ers▁in ▁several ▁south western ▁communities ▁with ▁estimated ▁asset s▁of ▁$1 10 ▁million ; ▁when▁it ▁became ▁clear▁that ▁government ▁officials , ▁school ▁authorities , ▁and ▁police ▁in▁those ▁communities ▁had▁become ▁inter twined ▁with▁the ▁sect ; ▁when ▁ex - mem bers ▁increasingly ▁reported ▁child ▁and ▁sexual ▁abuse ▁charges ▁( m ain ly ▁involving ▁under age ▁girl s▁for c ed▁to ▁marry ▁older▁men ); ▁and ▁when▁the ▁sect ▁began ▁to▁use ▁se clud ed ▁comp ounds , ▁state ▁and▁f ederal ▁authorities ▁started▁to ▁crack ▁down ▁more ▁vigorously .	▁When ▁the▁F LDS▁under▁Mr . ▁Jeffs ▁( and ▁his▁father ▁before ▁him ) ▁grew ▁to▁some ▁10,000 ▁follow ers▁in ▁several ▁southwestern ▁communities ▁with ▁estimated ▁assets▁of ▁$1 10 ▁million ; ▁when▁it ▁became ▁clear▁that ▁government ▁officials , ▁school ▁authorities , ▁and ▁police ▁in▁those ▁communities ▁had▁become ▁intertwined ▁with▁the ▁sect ; ▁when ▁ex - members ▁increasingly ▁reported ▁child ▁and ▁sexual▁abuse ▁charges ▁( m ain ly ▁involving ▁underage ▁girl s▁for c ed▁to ▁marry ▁older▁men ); ▁and▁when▁the ▁sect▁began ▁to▁use ▁se clud ed ▁comp ounds , ▁state ▁and▁federal ▁authorities ▁started▁to ▁crack▁down ▁more ▁vigorously .
